DateRead,Plate,Sample,SampleNum,Virus,PlateLayout,StartDil,DilFactor
11/7/20,Plate 1-V,SD92_1,1,229E-1992,layout1.csv,0.1,3
11/7/20,Plate 1-V,SD92_2,2,229E-1992,layout1.csv,0.1,3
11/7/20,Plate 1-V,SD92_3,3,229E-1992,layout1.csv,0.1,3
11/7/20,Plate 1-V,SD92_4,4,229E-1992,layout1.csv,0.1,3
11/7/20,Plate 2-V,SD92_5,1,229E-1992,layout1.csv,0.1,3
11/7/20,Plate 2-V,SD92_6,2,229E-1992,layout1.csv,0.1,3
11/7/20,Plate 2-V,SD93_1,3,229E-1992,layout1.csv,0.1,3
11/7/20,Plate 2-V,SD93_2,4,229E-1992,layout1.csv,0.1,3
11/7/20,Plate 3-V,SD93_3,1,229E-1992,layout1.csv,0.1,3
11/7/20,Plate 3-V,SD93_4,2,229E-1992,layout1.csv,0.1,3
11/7/20,Plate 3-V,SD93_5,3,229E-1992,layout1.csv,0.1,3
11/7/20,Plate 3-V,SD93_6,4,229E-1992,layout1.csv,0.1,3
11/7/20,Plate 4-V,SD95_1,1,229E-1992,layout1.csv,0.1,3
11/7/20,Plate 4-V,SD95_2,2,229E-1992,layout1.csv,0.1,3
11/7/20,Plate 4-V,SD95_3,3,229E-1992,layout1.csv,0.1,3
11/7/20,Plate 4-V,SD95_4,4,229E-1992,layout1.csv,0.1,3
11/7/20,Plate 5-V,SD95_5,1,229E-1992,layout1.csv,0.1,3
11/7/20,Plate 5-V,SD95_6,2,229E-1992,layout1.csv,0.1,3
11/7/20,Plate 5-V,SD95_7,3,229E-1992,layout1.csv,0.1,3
11/7/20,Plate 5-V,FR1377,4,229E-1992,layout1.csv,0.1,3
