DateRead,Plate,Sample,SampleNum,Virus,PlateLayout,StartDil,DilFactor
12/11/20,Plate 1-V,AUSAB-10,1,229E-1984,layout1.csv,0.1,3
12/11/20,Plate 1-V,AUSAB-12,2,229E-1984,layout1.csv,0.1,3
12/11/20,Plate 1-V,AUSAB-17,3,229E-1984,layout1.csv,0.1,3
12/11/20,Plate 1-V,AUSAB-20,4,229E-1984,layout1.csv,0.1,3
12/11/20,Plate 2-V,POP_0013,1,229E-1984,layout1.csv,0.1,3
12/11/20,Plate 2-V,POP_0030,2,229E-1984,layout1.csv,0.1,3
12/11/20,Plate 2-V,POP_0074,3,229E-1984,layout1.csv,0.1,3
12/11/20,Plate 2-V,POP_0097,4,229E-1984,layout1.csv,0.1,3
12/11/20,Plate 3-V,AUSAB-10,1,229E-1992,layout1.csv,0.1,3
12/11/20,Plate 3-V,AUSAB-12,2,229E-1992,layout1.csv,0.1,3
12/11/20,Plate 3-V,AUSAB-17,3,229E-1992,layout1.csv,0.1,3
12/11/20,Plate 3-V,AUSAB-20,4,229E-1992,layout1.csv,0.1,3
12/11/20,Plate 4-V,POP_0013,1,229E-1992,layout1.csv,0.1,3
12/11/20,Plate 4-V,POP_0030,2,229E-1992,layout1.csv,0.1,3
12/11/20,Plate 4-V,POP_0074,3,229E-1992,layout1.csv,0.1,3
12/11/20,Plate 4-V,POP_0097,4,229E-1992,layout1.csv,0.1,3
12/11/20,Plate 5-V,FH008WC,1,229E-2008-RBD,layout1.csv,0.1,3
12/11/20,Plate 5-V,SD86_5,2,229E-2008-RBD,layout1.csv,0.1,3
12/11/20,Plate 5-V,SD87_6,3,229E-2008-RBD,layout1.csv,0.1,3
12/11/20,Plate 6-V,FH008WC,1,229E-2016-RBD,layout1.csv,0.1,3
12/11/20,Plate 6-V,SD86_5,2,229E-2016-RBD,layout1.csv,0.1,3
12/11/20,Plate 6-V,SD87_6,3,229E-2016-RBD,layout1.csv,0.1,3
